osmid,y,x,highway,street_count,ref,geometry
27028180,48.2204432,16.3610988,,3,,POINT (16.3610988 48.2204432)
27028184,48.2215102,16.3607343,,3,,POINT (16.3607343 48.2215102)
27028185,48.222619,16.3612282,,3,,POINT (16.3612282 48.222619)
27028189,48.2239971,16.3616054,,3,,POINT (16.3616054 48.2239971)
27028191,48.2160534,16.3567843,,3,,POINT (16.3567843 48.2160534)
27028192,48.2163517,16.3568416,,5,,POINT (16.3568416 48.2163517)
27028193,48.2165319,16.3572308,,3,,POINT (16.3572308 48.2165319)
27028195,48.2174043,16.3481679,traffic_signals,4,,POINT (16.3481679 48.2174043)
27209217,48.2143137,16.4151704,traffic_signals,3,,POINT (16.4151704 48.2143137)
27209220,48.2139505,16.4146087,,3,,POINT (16.4146087 48.2139505)
27209226,48.2137113,16.4135021,,3,,POINT (16.4135021 48.2137113)
27209229,48.2135245,16.4131837,,3,,POINT (16.4131837 48.2135245)
27209254,48.2116038,16.4093024,,3,,POINT (16.4093024 48.2116038)
27209279,48.2139655,16.4057368,,3,,POINT (16.4057368 48.2139655)
27209317,48.2113775,16.4090122,,4,,POINT (16.4090122 48.2113775)
27209326,48.2104634,16.4079261,,4,,POINT (16.4079261 48.2104634)
27209432,48.1967793,16.425467,,3,,POINT (16.425467 48.1967793)
27234668,48.2094885,16.4067798,,4,,POINT (16.4067798 48.2094885)
27375708,48.1878623,16.3791871,,4,,POINT (16.3791871 48.1878623)
27375713,48.1877008,16.37928,,4,,POINT (16.37928 48.1877008)
27375721,48.18037,16.348801,,3,,POINT (16.348801 48.18037)
27375728,48.1802724,16.3531488,,5,,POINT (16.3531488 48.1802724)
27375731,48.1806814,16.3494743,,3,,POINT (16.3494743 48.1806814)
27375737,48.1889808,16.3380782,,3,,POINT (16.3380782 48.1889808)
27375738,48.1884792,16.3388145,,4,,POINT (16.3388145 48.1884792)
27375740,48.1881003,16.3391318,crossing,4,,POINT (16.3391318 48.1881003)
27375751,48.1814551,16.3524143,,4,,POINT (16.3524143 48.1814551)
27375752,48.1829708,16.3567759,traffic_signals,4,,POINT (16.3567759 48.1829708)
27375756,48.181845,16.3617394,,3,,POINT (16.3617394 48.181845)
27375757,48.1817857,16.36133,,3,,POINT (16.36133 48.1817857)
27376535,48.2284171,16.3652762,,3,,POINT (16.3652762 48.2284171)
27376537,48.2300931,16.3639646,,4,,POINT (16.3639646 48.2300931)
27376538,48.2308228,16.3635189,traffic_signals,5,,POINT (16.3635189 48.2308228)
27376539,48.2325347,16.3626189,,3,,POINT (16.3626189 48.2325347)
27376544,48.2419575,16.3647157,,3,,POINT (16.3647157 48.2419575)
27376546,48.2394469,16.3629503,motorway_junction,3,,POINT (16.3629503 48.2394469)
27376554,48.2317366,16.3610504,,3,,POINT (16.3610504 48.2317366)
27376556,48.2287121,16.3627206,,3,,POINT (16.3627206 48.2287121)
27376557,48.2274956,16.3639146,,3,,POINT (16.3639146 48.2274956)
27376559,48.2261967,16.3656901,,3,,POINT (16.3656901 48.2261967)
27376560,48.2253719,16.3665222,traffic_signals,4,,POINT (16.3665222 48.2253719)
27376561,48.2247863,16.3669169,,3,,POINT (16.3669169 48.2247863)
27376562,48.2240563,16.3670847,,3,,POINT (16.3670847 48.2240563)
27376563,48.2215607,16.3673425,traffic_signals,4,,POINT (16.3673425 48.2215607)
27376565,48.2198868,16.3678694,,3,,POINT (16.3678694 48.2198868)
27376579,48.2032824,16.39782,,3,,POINT (16.39782 48.2032824)
27376580,48.2028957,16.3984306,,3,,POINT (16.3984306 48.2028957)
27376581,48.2023543,16.3997354,,3,,POINT (16.3997354 48.2023543)
27376583,48.2016805,16.4031933,,3,,POINT (16.4031933 48.2016805)
27376589,48.1963394,16.4100393,,4,,POINT (16.4100393 48.1963394)
27376592,48.1941233,16.4134193,motorway_junction,3,0,POINT (16.4134193 48.1941233)
27377267,48.1716283,16.351528,,3,,POINT (16.351528 48.1716283)
27377268,48.1800473,16.3596066,,4,,POINT (16.3596066 48.1800473)
27377269,48.1806115,16.3593729,,3,,POINT (16.3593729 48.1806115)
27379222,48.188238,16.3886391,,4,,POINT (16.3886391 48.188238)
27379225,48.1884284,16.3814199,crossing,4,,POINT (16.3814199 48.1884284)
27379233,48.190625,16.3380232,,4,,POINT (16.3380232 48.190625)
27379235,48.1926119,16.338768,,4,,POINT (16.338768 48.1926119)
27379240,48.188641,16.3422521,crossing,4,,POINT (16.3422521 48.188641)
27379247,48.1822616,16.4037364,motorway_junction,3,,POINT (16.4037364 48.1822616)
27381979,48.1808815,16.3594416,crossing,5,,POINT (16.3594416 48.1808815)
27381980,48.1810963,16.3600585,,3,,POINT (16.3600585 48.1810963)
27399706,48.2090425,16.3354337,traffic_signals,4,,POINT (16.3354337 48.2090425)
28150458,48.1964948,16.355589,,3,,POINT (16.355589 48.1964948)
28150461,48.1953295,16.3531482,,3,,POINT (16.3531482 48.1953295)
28150462,48.1959047,16.3522114,,3,,POINT (16.3522114 48.1959047)
28150464,48.1971489,16.3528239,,3,,POINT (16.3528239 48.1971489)
28150465,48.1962856,16.3516789,crossing,4,,POINT (16.3516789 48.1962856)
28150467,48.1954599,16.3511549,,4,,POINT (16.3511549 48.1954599)
28150470,48.1983097,16.350123,traffic_signals,4,,POINT (16.350123 48.1983097)
28150471,48.1972525,16.3509608,,3,,POINT (16.3509608 48.1972525)
28150472,48.1966205,16.3496948,,3,,POINT (16.3496948 48.1966205)
28150473,48.1975026,16.347702,,4,,POINT (16.347702 48.1975026)
28150477,48.1797301,16.410495,,3,,POINT (16.410495 48.1797301)
28150478,48.1788774,16.4114637,,3,,POINT (16.4114637 48.1788774)
28150479,48.1775011,16.4088938,,3,,POINT (16.4088938 48.1775011)
28150481,48.178818,16.4088234,,3,,POINT (16.4088234 48.178818)
28150485,48.1931815,16.3920556,,4,,POINT (16.3920556 48.1931815)
28150487,48.1941053,16.3885876,,4,,POINT (16.3885876 48.1941053)
28150492,48.1981238,16.3776526,,3,,POINT (16.3776526 48.1981238)
28150493,48.1992047,16.3763418,crossing,4,,POINT (16.3763418 48.1992047)
28150494,48.1992557,16.3762057,traffic_signals,5,,POINT (16.3762057 48.1992557)
28150495,48.1995615,16.3756742,,3,,POINT (16.3756742 48.1995615)
28150496,48.2000645,16.3753858,traffic_signals,4,,POINT (16.3753858 48.2000645)
28150505,48.2438917,16.4311666,,3,,POINT (16.4311666 48.2438917)
28150508,48.2432158,16.4325326,crossing,4,,POINT (16.4325326 48.2432158)
28981964,48.2351217,16.3623487,,3,,POINT (16.3623487 48.2351217)
28982559,48.2247717,16.3516697,,3,,POINT (16.3516697 48.2247717)
28982560,48.2246537,16.3525355,,4,,POINT (16.3525355 48.2246537)
28982561,48.2240317,16.3522319,,4,,POINT (16.3522319 48.2240317)
28982563,48.2256331,16.3521273,,3,,POINT (16.3521273 48.2256331)
28982564,48.2254457,16.3529349,,4,,POINT (16.3529349 48.2254457)
28982565,48.2267092,16.3535377,,3,,POINT (16.3535377 48.2267092)
28982566,48.2269535,16.3512745,,4,,POINT (16.3512745 48.2269535)
28982567,48.2260017,16.3532202,,3,,POINT (16.3532202 48.2260017)
28982568,48.2264471,16.3511787,,3,,POINT (16.3511787 48.2264471)
28982569,48.224962,16.3545198,,4,,POINT (16.3545198 48.224962)
28982570,48.2259575,16.3551752,,3,,POINT (16.3551752 48.2259575)
28982571,48.2265843,16.3552178,,4,,POINT (16.3552178 48.2265843)
28982572,48.2273229,16.3550342,,4,,POINT (16.3550342 48.2273229)
28982574,48.2301985,16.354336,,4,,POINT (16.354336 48.2301985)
28982576,48.2305485,16.354337,,3,,POINT (16.354337 48.2305485)
28982577,48.1855772,16.3327001,,4,,POINT (16.3327001 48.1855772)
28982581,48.1863465,16.3204202,,3,,POINT (16.3204202 48.1863465)
28982718,48.1901453,16.3231854,,4,,POINT (16.3231854 48.1901453)
28982719,48.1902077,16.3239555,,3,,POINT (16.3239555 48.1902077)
29006387,48.1637665,16.410024,,3,,POINT (16.410024 48.1637665)
29006400,48.165727,16.4106478,,3,,POINT (16.4106478 48.165727)
29006408,48.1591176,16.4027084,,4,,POINT (16.4027084 48.1591176)
29006423,48.161764,16.3823298,,3,,POINT (16.3823298 48.161764)
29006424,48.1613051,16.3818839,,3,,POINT (16.3818839 48.1613051)
29006426,48.1620259,16.3829997,crossing,7,,POINT (16.3829997 48.1620259)
29006430,48.1608014,16.3819309,,3,,POINT (16.3819309 48.1608014)
29006478,48.1585778,16.3877521,,3,,POINT (16.3877521 48.1585778)
29006512,48.1666356,16.4105548,,3,,POINT (16.4105548 48.1666356)
29048460,48.2284539,16.3341565,,3,,POINT (16.3341565 48.2284539)
29048465,48.2210156,16.3431569,,3,,POINT (16.3431569 48.2210156)
29048466,48.2211786,16.3420779,,5,,POINT (16.3420779 48.2211786)
29048468,48.2239659,16.3365505,,4,,POINT (16.3365505 48.2239659)
29048469,48.2254334,16.3335652,,4,,POINT (16.3335652 48.2254334)
29048470,48.2258864,16.3326189,,4,,POINT (16.3326189 48.2258864)
29048472,48.2264173,16.3308107,traffic_signals,4,,POINT (16.3308107 48.2264173)
29048476,48.2277955,16.3274751,traffic_signals,4,,POINT (16.3274751 48.2277955)
29049126,48.2349672,16.3756349,,3,,POINT (16.3756349 48.2349672)
29271068,48.2351006,16.3639392,,3,,POINT (16.3639392 48.2351006)
29271069,48.2350095,16.3644944,,3,,POINT (16.3644944 48.2350095)
29271070,48.2350252,16.364828,,4,,POINT (16.364828 48.2350252)
29646654,48.2046156,16.3832579,,3,,POINT (16.3832579 48.2046156)
29646665,48.2016515,16.3873506,,3,,POINT (16.3873506 48.2016515)
29646666,48.199889,16.3874611,,3,,POINT (16.3874611 48.199889)
29646669,48.1982482,16.3873047,,3,,POINT (16.3873047 48.1982482)
29646671,48.1971983,16.3871509,traffic_signals,3,,POINT (16.3871509 48.1971983)
29646672,48.1966459,16.3869766,,3,,POINT (16.3869766 48.1966459)
29646677,48.1953483,16.3865891,,3,,POINT (16.3865891 48.1953483)
29646678,48.1742571,16.4164829,traffic_signals,4,,POINT (16.4164829 48.1742571)
29646680,48.167326,16.4235341,traffic_signals,3,,POINT (16.4235341 48.167326)
29646682,48.1644279,16.4264896,,4,,POINT (16.4264896 48.1644279)
29646710,48.1655761,16.4312679,traffic_signals,4,,POINT (16.4312679 48.1655761)
29666813,48.2174229,16.3712786,,3,,POINT (16.3712786 48.2174229)
29666815,48.1621806,16.4287689,traffic_signals,4,,POINT (16.4287689 48.1621806)
29667406,48.1945987,16.3864556,traffic_signals,4,,POINT (16.3864556 48.1945987)
29750000,48.202793,16.3431831,,4,,POINT (16.3431831 48.202793)
29750001,48.2018265,16.3450061,,4,,POINT (16.3450061 48.2018265)
29750002,48.2043069,16.3449683,traffic_signals,4,,POINT (16.3449683 48.2043069)
29750003,48.2027863,16.3450175,,4,,POINT (16.3450175 48.2027863)
29750004,48.2015125,16.355168,,3,,POINT (16.355168 48.2015125)
29751526,48.2178039,16.3648988,traffic_signals,4,,POINT (16.3648988 48.2178039)
29804487,48.1984033,16.4082936,,4,,POINT (16.4082936 48.1984033)
30059945,48.1654799,16.3165761,,4,,POINT (16.3165761 48.1654799)
30059946,48.1655584,16.316681,,4,,POINT (16.316681 48.1655584)
30059973,48.1889364,16.3998726,,5,,POINT (16.3998726 48.1889364)
30059975,48.190523,16.4010161,,4,,POINT (16.4010161 48.190523)
30059990,48.2017547,16.3915884,traffic_signals,4,,POINT (16.3915884 48.2017547)
30059993,48.2050556,16.3874845,traffic_signals,4,,POINT (16.3874845 48.2050556)
30059999,48.180713,16.4093658,,3,,POINT (16.4093658 48.180713)
30060000,48.1809915,16.4099341,,3,,POINT (16.4099341 48.1809915)
30060001,48.1820969,16.4086461,,4,,POINT (16.4086461 48.1820969)
30060003,48.1818259,16.4080831,traffic_signals,3,,POINT (16.4080831 48.1818259)
30486709,48.1921679,16.3327846,,4,,POINT (16.3327846 48.1921679)
30486710,48.1931779,16.3315881,,3,,POINT (16.3315881 48.1931779)
30486711,48.1924887,16.3298871,,3,,POINT (16.3298871 48.1924887)
30486712,48.1938987,16.3306014,,3,,POINT (16.3306014 48.1938987)
30486714,48.1947404,16.3311341,,3,,POINT (16.3311341 48.1947404)
30486717,48.1950485,16.333832,,3,,POINT (16.333832 48.1950485)
30486718,48.1945987,16.3335352,,4,,POINT (16.3335352 48.1945987)
30486719,48.1943524,16.3343959,,4,,POINT (16.3343959 48.1943524)
30486721,48.1948916,16.3366626,,4,,POINT (16.3366626 48.1948916)
30486722,48.1955248,16.3361494,,3,,POINT (16.3361494 48.1955248)
30486723,48.1957753,16.3359352,,3,,POINT (16.3359352 48.1957753)
30486726,48.1954732,16.3352732,,3,,POINT (16.3352732 48.1954732)
30486729,48.1990321,16.3132143,,3,,POINT (16.3132143 48.1990321)
30675716,48.1849715,16.3517187,,4,,POINT (16.3517187 48.1849715)
30675722,48.1840326,16.3524425,,3,,POINT (16.3524425 48.1840326)
30675723,48.1843327,16.3522032,,4,,POINT (16.3522032 48.1843327)
30675726,48.1844494,16.3536348,,4,,POINT (16.3536348 48.1844494)
30675729,48.1899672,16.3510718,traffic_signals,4,,POINT (16.3510718 48.1899672)
30675731,48.1887975,16.351664,,4,,POINT (16.351664 48.1887975)
30675734,48.1871667,16.3526017,,3,,POINT (16.3526017 48.1871667)
30675735,48.1869772,16.3527716,,3,,POINT (16.3527716 48.1869772)
30675742,48.1848702,16.3548125,,4,,POINT (16.3548125 48.1848702)
30675743,48.1837891,16.3482869,,4,,POINT (16.3482869 48.1837891)
30675747,48.1822015,16.3494515,,4,,POINT (16.3494515 48.1822015)
30675813,48.1859097,16.3547486,,3,,POINT (16.3547486 48.1859097)
30675814,48.1861654,16.3560329,,4,,POINT (16.3560329 48.1861654)
30675815,48.1865033,16.3569846,,4,,POINT (16.3569846 48.1865033)
30675816,48.1876645,16.3593269,,4,,POINT (16.3593269 48.1876645)
30675817,48.1882222,16.3604589,,3,,POINT (16.3604589 48.1882222)
30675830,48.1901446,16.3621777,traffic_signals,4,,POINT (16.3621777 48.1901446)
30675832,48.1915446,16.3635613,,3,,POINT (16.3635613 48.1915446)
30675833,48.1921601,16.3640142,,4,,POINT (16.3640142 48.1921601)
30676036,48.1924288,16.3636803,,3,,POINT (16.3636803 48.1924288)
30676038,48.1939332,16.3617097,,3,,POINT (16.3617097 48.1939332)
30677374,48.2001445,16.3669,,4,,POINT (16.3669 48.2001445)
30677376,48.1994234,16.3666497,crossing,4,,POINT (16.3666497 48.1994234)
30677377,48.1984692,16.3662523,traffic_signals,4,,POINT (16.3662523 48.1984692)
30677379,48.1969648,16.3656304,traffic_signals,4,,POINT (16.3656304 48.1969648)
30677550,48.1964248,16.3651049,,4,,POINT (16.3651049 48.1964248)
30677552,48.1954769,16.3637095,,4,,POINT (16.3637095 48.1954769)
30677553,48.1953001,16.3634817,,4,,POINT (16.3634817 48.1953001)
30677554,48.1945462,16.3624549,,3,,POINT (16.3624549 48.1945462)
30677555,48.1941987,16.3619917,,4,,POINT (16.3619917 48.1941987)
30677596,48.2025225,16.3678942,,3,,POINT (16.3678942 48.2025225)
30677597,48.2019932,16.3676429,,3,,POINT (16.3676429 48.2019932)
30677690,48.1834545,16.3562879,,4,,POINT (16.3562879 48.1834545)
30677771,48.1813674,16.3583662,,3,,POINT (16.3583662 48.1813674)
30677772,48.1816178,16.3584243,crossing,4,,POINT (16.3584243 48.1816178)
30677774,48.1819337,16.357853,,3,,POINT (16.357853 48.1819337)
30677776,48.1826163,16.3581057,,3,,POINT (16.3581057 48.1826163)
30677820,48.180971,16.3586694,crossing,4,,POINT (16.3586694 48.180971)
30685735,48.1871788,16.3623438,,4,,POINT (16.3623438 48.1871788)
30685736,48.1853929,16.3710778,,3,,POINT (16.3710778 48.1853929)
30685739,48.1847639,16.369284,,3,,POINT (16.369284 48.1847639)
30685741,48.183711,16.3662938,,3,,POINT (16.3662938 48.183711)
30685743,48.1853628,16.3712964,,3,,POINT (16.3712964 48.1853628)
30685745,48.1868341,16.373553,,3,,POINT (16.373553 48.1868341)
30685748,48.1857623,16.3723207,,3,,POINT (16.3723207 48.1857623)
30685749,48.1855309,16.3715945,,3,,POINT (16.3715945 48.1855309)
30685753,48.1870859,16.3766355,,3,,POINT (16.3766355 48.1870859)
30685754,48.1844018,16.3682711,,3,,POINT (16.3682711 48.1844018)
30692798,48.1950333,16.3630899,,4,,POINT (16.3630899 48.1950333)
30692799,48.1940702,16.3642236,,3,,POINT (16.3642236 48.1940702)
30692800,48.1937122,16.3634778,,4,,POINT (16.3634778 48.1937122)
30692801,48.1926334,16.3648396,,3,,POINT (16.3648396 48.1926334)
30692813,48.1897782,16.3616271,,4,,POINT (16.3616271 48.1897782)
30692816,48.1875397,16.3642121,,3,,POINT (16.3642121 48.1875397)
30692817,48.1872091,16.3640741,,3,,POINT (16.3640741 48.1872091)
30692820,48.1869446,16.3638742,traffic_signals,3,,POINT (16.3638742 48.1869446)
30692822,48.185323,16.365711,,4,,POINT (16.365711 48.185323)
30692823,48.1849258,16.3677688,,4,,POINT (16.3677688 48.1849258)
30692824,48.1857986,16.3669104,,4,,POINT (16.3669104 48.1857986)
30692825,48.1873423,16.3653946,,4,,POINT (16.3653946 48.1873423)
30692826,48.1880603,16.3646775,,3,,POINT (16.3646775 48.1880603)
30692827,48.1881165,16.3644788,,3,,POINT (16.3644788 48.1881165)
30692828,48.1914096,16.3634541,,3,,POINT (16.3634541 48.1914096)
30692830,48.190332,16.3649023,,4,,POINT (16.3649023 48.190332)
30692831,48.1896695,16.3658165,traffic_signals,4,,POINT (16.3658165 48.1896695)
30692833,48.1884019,16.3675293,traffic_signals,4,,POINT (16.3675293 48.1884019)
30692834,48.1866808,16.3690653,,4,,POINT (16.3690653 48.1866808)
30692835,48.1857464,16.3698991,,3,,POINT (16.3698991 48.1857464)
30692837,48.1887955,16.3651864,,3,,POINT (16.3651864 48.1887955)
30692838,48.1936471,16.3614705,,3,,POINT (16.3614705 48.1936471)
30692839,48.1929905,16.3609566,,4,,POINT (16.3609566 48.1929905)
30692840,48.1918475,16.3589602,,3,,POINT (16.3589602 48.1918475)
30692843,48.1929163,16.3548302,crossing,4,,POINT (16.3548302 48.1929163)
30692848,48.1909221,16.3591924,,3,,POINT (16.3591924 48.1909221)
30693102,48.1862754,16.3713096,,3,,POINT (16.3713096 48.1862754)
30695996,48.2040564,16.3338109,traffic_signals,4,,POINT (16.3338109 48.2040564)
30695999,48.197827,16.3951523,,3,,POINT (16.3951523 48.197827)
30696001,48.1971664,16.3908468,,4,,POINT (16.3908468 48.1971664)
30696003,48.2136887,16.3110231,,2,,POINT (16.3110231 48.2136887)
30696004,48.2133448,16.3169396,,4,,POINT (16.3169396 48.2133448)
30696005,48.2141015,16.3169049,,4,,POINT (16.3169049 48.2141015)
30696006,48.2150439,16.3172133,,4,,POINT (16.3172133 48.2150439)
30696007,48.2165854,16.3156827,,4,,POINT (16.3156827 48.2165854)
30696009,48.2212255,16.3220429,,3,,POINT (16.3220429 48.2212255)
30696011,48.2209034,16.3197815,,4,,POINT (16.3197815 48.2209034)
30696012,48.2212925,16.3187645,,4,,POINT (16.3187645 48.2212925)
30696013,48.2179882,16.3161549,,4,,POINT (16.3161549 48.2179882)
30696015,48.2293708,16.3304374,,3,,POINT (16.3304374 48.2293708)
30696017,48.2302108,16.3313951,,3,,POINT (16.3313951 48.2302108)
30696018,48.2283379,16.3367735,crossing,4,,POINT (16.3367735 48.2283379)
30696019,48.2274167,16.3409908,,4,,POINT (16.3409908 48.2274167)
30696020,48.2281184,16.3413955,,3,,POINT (16.3413955 48.2281184)
30696021,48.2288356,16.3385106,,4,,POINT (16.3385106 48.2288356)
30696086,48.1840422,16.4093284,,3,,POINT (16.4093284 48.1840422)
30696088,48.1835156,16.4069983,,3,,POINT (16.4069983 48.1835156)
30696089,48.1846692,16.405664,,5,,POINT (16.405664 48.1846692)
30696091,48.1864671,16.4086981,traffic_signals,4,,POINT (16.4086981 48.1864671)
30696095,48.1857999,16.4128885,,3,,POINT (16.4128885 48.1857999)
30696096,48.1852124,16.4160098,,3,,POINT (16.4160098 48.1852124)
30696098,48.1850065,16.4170954,,3,,POINT (16.4170954 48.1850065)
30696100,48.1858675,16.417783,,3,,POINT (16.417783 48.1858675)
30696101,48.1850072,16.4232795,,3,,POINT (16.4232795 48.1850072)
30696106,48.1834618,16.4217646,,3,,POINT (16.4217646 48.1834618)
30696108,48.1829717,16.4206065,,3,,POINT (16.4206065 48.1829717)
30696110,48.1799604,16.4213521,,4,,POINT (16.4213521 48.1799604)
30696112,48.1791946,16.4207406,traffic_signals,4,,POINT (16.4207406 48.1791946)
30696113,48.1787137,16.4169681,,3,,POINT (16.4169681 48.1787137)
30696114,48.1778724,16.4134861,,4,,POINT (16.4134861 48.1778724)
30696115,48.1777388,16.4128114,traffic_signals,4,,POINT (16.4128114 48.1777388)
30771995,48.2188092,16.3970696,,3,,POINT (16.3970696 48.2188092)
30771996,48.2188081,16.3980938,,3,,POINT (16.3980938 48.2188081)
30772008,48.2154809,16.4026223,,3,,POINT (16.4026223 48.2154809)
30772010,48.2160845,16.4016235,,3,,POINT (16.4016235 48.2160845)
30772012,48.2144374,16.4034454,,3,,POINT (16.4034454 48.2144374)
30772023,48.2152213,16.4024917,,4,,POINT (16.4024917 48.2152213)
30854182,48.1815489,16.349932,,3,,POINT (16.349932 48.1815489)
30882759,48.1850282,16.3531398,,4,,POINT (16.3531398 48.1850282)
30882760,48.183444,16.3544167,,4,,POINT (16.3544167 48.183444)
30882762,48.1835426,16.3528385,,3,,POINT (16.3528385 48.1835426)
30882763,48.1824158,16.3551976,,4,,POINT (16.3551976 48.1824158)
30882764,48.1817426,16.3532553,,3,,POINT (16.3532553 48.1817426)
30882765,48.1820237,16.3540534,,4,,POINT (16.3540534 48.1820237)
30882766,48.1838487,16.3515855,,4,,POINT (16.3515855 48.1838487)
30882767,48.1827517,16.3524416,,4,,POINT (16.3524416 48.1827517)
30882768,48.1839656,16.3540197,,4,,POINT (16.3540197 48.1839656)
30882769,48.1844088,16.3552954,,4,,POINT (16.3552954 48.1844088)
30882770,48.1816972,16.3482182,,6,,POINT (16.3482182 48.1816972)
30882776,48.1802265,16.3555934,,3,,POINT (16.3555934 48.1802265)
30882777,48.1829276,16.3548042,,4,,POINT (16.3548042 48.1829276)
30882779,48.1802263,16.3562058,,3,,POINT (16.3562058 48.1802263)
30882780,48.1830294,16.3532547,,4,,POINT (16.3532547 48.1830294)
30882781,48.1833637,16.3509667,,4,,POINT (16.3509667 48.1833637)
30882783,48.1824752,16.351635,,4,,POINT (16.351635 48.1824752)
30882784,48.182526,16.3536545,,3,,POINT (16.3536545 48.182526)
30882785,48.1807571,16.3495342,,3,,POINT (16.3495342 48.1807571)
30882787,48.1803875,16.353144,,4,,POINT (16.353144 48.1803875)
30888734,48.1919021,16.3747923,,4,,POINT (16.3747923 48.1919021)
30968045,48.2059362,16.3414064,traffic_signals,3,,POINT (16.3414064 48.2059362)
31180546,48.1951082,16.4196283,,3,,POINT (16.4196283 48.1951082)
31256306,48.1992984,16.3450718,traffic_signals,4,,POINT (16.3450718 48.1992984)
31256324,48.2003643,16.3432442,,4,,POINT (16.3432442 48.2003643)
31256327,48.1990003,16.3432283,traffic_signals,4,,POINT (16.3432283 48.1990003)
31256333,48.2027862,16.346903,,3,,POINT (16.346903 48.2027862)
31256335,48.2042991,16.3460103,,3,,POINT (16.3460103 48.2042991)
31256348,48.2001368,16.3383508,,4,,POINT (16.3383508 48.2001368)
31256353,48.2002253,16.3392584,,4,,POINT (16.3392584 48.2002253)
31256354,48.2012596,16.338888,,3,,POINT (16.338888 48.2012596)
31256355,48.2017258,16.3388191,,4,,POINT (16.3388191 48.2017258)
31256356,48.2027352,16.3386584,,4,,POINT (16.3386584 48.2027352)
31256357,48.2042595,16.3385008,,4,,POINT (16.3385008 48.2042595)
31256677,48.1994093,16.3529406,traffic_signals,4,,POINT (16.3529406 48.1994093)
31256745,48.2044324,16.3565404,traffic_signals,4,,POINT (16.3565404 48.2044324)
31256797,48.1985695,16.3452139,,3,,POINT (16.3452139 48.1985695)
31256798,48.1982826,16.343532,,4,,POINT (16.343532 48.1982826)
31256799,48.1979191,16.341276,,4,,POINT (16.341276 48.1979191)
31256800,48.1978771,16.3407657,,3,,POINT (16.3407657 48.1978771)
31256801,48.1985783,16.3402714,,3,,POINT (16.3402714 48.1985783)
31256815,48.1967369,16.344301,,4,,POINT (16.344301 48.1967369)
31256834,48.206474,16.3432004,,3,,POINT (16.3432004 48.206474)
31256836,48.2065998,16.3432083,,3,,POINT (16.3432083 48.2065998)
31256837,48.2062449,16.3449612,,3,,POINT (16.3449612 48.2062449)
31256846,48.2071941,16.3452065,,3,,POINT (16.3452065 48.2071941)
31256994,48.1980868,16.3502979,traffic_signals,3,,POINT (16.3502979 48.1980868)
31257009,48.1987192,16.3511094,,4,,POINT (16.3511094 48.1987192)
31257102,48.1980751,16.3517015,,3,,POINT (16.3517015 48.1980751)
31257104,48.2042846,16.3476511,,3,,POINT (16.3476511 48.2042846)
31257106,48.2064152,16.3493514,traffic_signals,4,,POINT (16.3493514 48.2064152)
31257330,48.1988405,16.3514033,,3,,POINT (16.3514033 48.1988405)
31257514,48.2007916,16.3326268,,3,,POINT (16.3326268 48.2007916)
31257518,48.197315,16.3347585,traffic_signals,5,,POINT (16.3347585 48.197315)
31257545,48.1990173,16.3359649,,4,,POINT (16.3359649 48.1990173)
31259052,48.2026872,16.3376752,,4,,POINT (16.3376752 48.2026872)
31259070,48.2041921,16.3532382,,3,,POINT (16.3532382 48.2041921)
31259074,48.2023075,16.3537249,,3,,POINT (16.3537249 48.2023075)
31259136,48.2094582,16.3505677,traffic_signals,4,,POINT (16.3505677 48.2094582)
31259137,48.2096392,16.3487798,traffic_signals,4,,POINT (16.3487798 48.2096392)
31259148,48.2105841,16.3503201,,3,,POINT (16.3503201 48.2105841)
31259166,48.2120408,16.3528568,,3,,POINT (16.3528568 48.2120408)
31259174,48.2106111,16.3532778,,4,,POINT (16.3532778 48.2106111)
31259175,48.2092704,16.3538327,,3,,POINT (16.3538327 48.2092704)
31259933,48.1944486,16.3439255,,3,,POINT (16.3439255 48.1944486)
31259934,48.192898,16.3456582,,4,,POINT (16.3456582 48.192898)
31259935,48.19126,16.347484,traffic_signals,3,,POINT (16.347484 48.19126)
31259936,48.1913821,16.3478053,traffic_signals,3,,POINT (16.3478053 48.1913821)
31259938,48.1921271,16.3484555,traffic_signals,4,,POINT (16.3484555 48.1921271)
31259940,48.1950217,16.3456236,,4,,POINT (16.3456236 48.1950217)
31259942,48.1966848,16.3440162,,3,,POINT (16.3440162 48.1966848)
31259948,48.1953933,16.3466914,,3,,POINT (16.3466914 48.1953933)
31259949,48.1959422,16.347839,,3,,POINT (16.347839 48.1959422)
31259950,48.1962392,16.3484298,,3,,POINT (16.3484298 48.1962392)
31259951,48.1974157,16.3473704,,3,,POINT (16.3473704 48.1974157)
31259954,48.1940991,16.3481083,,4,,POINT (16.3481083 48.1940991)
31259955,48.1931232,16.3491869,,3,,POINT (16.3491869 48.1931232)
31259987,48.1910695,16.339056,,3,,POINT (16.339056 48.1910695)
31259988,48.1914322,16.340748,,3,,POINT (16.340748 48.1914322)
31259989,48.1917444,16.3421804,,3,,POINT (16.3421804 48.1917444)
31259990,48.1920051,16.3430948,,3,,POINT (16.3430948 48.1920051)
31259991,48.1922656,16.3439648,,4,,POINT (16.3439648 48.1922656)
31259992,48.1924949,16.3447518,,3,,POINT (16.3447518 48.1924949)
31259993,48.1932642,16.3464294,,3,,POINT (16.3464294 48.1932642)
31259994,48.1935771,16.3470461,,4,,POINT (16.3470461 48.1935771)
